energies_json,params_json
-1.1358569515625565,"[4.2051458282260645e-05, -0.02503278469949724, 0.16633336330428744]"
-1.1298596283329407,"[4.2051458282260645e-05, -3.278469949723195e-05, 0.09133336330428748]"
-1.1371150497854028,"[8.526350284192297e-05, -0.0006503221500571005, 0.2384399687609305]"
-1.1370182632885115,"[0.02508526350284193, -0.0006503221500571005, 0.2384399687609305]"
-1.1371665986130417,"[8.526350284192297e-05, 0.02434967784994288, 0.2384399687609305]"
-1.1369830175905828,"[-0.02491473649715807, -0.0006503221500571005, 0.2384399687609305]"
-1.1370594017869702,"[8.526350284192297e-05, -0.02565032215005711, 0.2384399687609305]"
-1.1356524766519889,"[8.526350284192297e-05, -0.0006503221500571005, 0.16343996876093042]"
-1.1359233478338897,"[0.00014268123113991837, -0.0008712434707892625, 0.2851502773597118]"
-1.1367696494409902,"[0.00011397236699091373, -0.0007607828104231745, 0.2617951230603211]"
-1.1371069181878561,"[9.961793491641835e-05, -0.0007055524802401514, 0.2501175459106258]"
-1.1372941940318788,"[9.24407188791776e-05, -0.000677937315148619, 0.24427875733577814]"
-1.1369230900954843,"[0.025092440718879172, -0.000677937315148619, 0.24427875733577814]"
-1.1370159648115434,"[9.24407188791776e-05, 0.024322062684851375, 0.24427875733577814]"
-1.1370210474674642,"[-0.02490755928112083, -0.000677937315148619, 0.24427875733577814]"
-1.1369087042961998,"[9.24407188791776e-05, -0.025677937315148627, 0.24427875733577814]"
-1.1358457418758987,"[9.24407188791776e-05, -0.000677937315148619, 0.16927875733577813]"
-1.1372666615102252,"[0.012592440718879175, -0.000677937315148619, 0.24427875733577814]"
-1.137066869721715,"[9.24407188791776e-05, 0.011822062684851378, 0.24427875733577814]"
-1.136114234246386,"[9.24407188791776e-05, -0.000677937315148619, 0.2817787573357781]"
-1.1371008176558755,"[-0.012407559281120834, -0.000677937315148619, 0.24427875733577814]"
-1.1373282468070214,"[9.24407188791776e-05, -0.01317793731514863, 0.24427875733577814]"
-1.1371131393978615,"[9.24407188791776e-05, -0.000677937315148619, 0.20677875733577816]"
-1.137252230521043,"[0.0002658558490056945, -0.00079602734738346, 0.21252133729887718]"
-1.1373315220906015,"[0.0001791482839424291, -0.0007369823312660395, 0.22840004731732771]"
-1.13723670428884,"[0.012679148283942426, -0.0007369823312660395, 0.22840004731732771]"
-1.1371429370059762,"[0.0001791482839424291, 0.011763017668733958, 0.22840004731732771]"
-1.136649464388408,"[0.0001791482839424291, -0.0007369823312660395, 0.2659000473173277]"
-1.1372573409842777,"[-0.012320851716057568, -0.0007369823312660395, 0.22840004731732771]"
-1.1372572787139679,"[0.0001791482839424291, -0.013236982331266037, 0.22840004731732771]"
-1.1367272463411913,"[0.0001791482839424291, -0.0007369823312660395, 0.19090004731732768]"
-1.137242704275452,"[0.006429148283942435, -0.0007369823312660395, 0.22840004731732771]"
-1.1372300762784564,"[0.0001791482839424291, 0.005513017668733952, 0.22840004731732771]"
-1.1370382484207227,"[0.0001791482839424291, -0.0007369823312660395, 0.24715004731732765]"
-1.1374164649019718,"[-0.006070851716057563, -0.0007369823312660395, 0.22840004731732771]"
-1.1372346354569538,"[0.0001791482839424291, -0.006986982331266031, 0.22840004731732771]"
-1.1370309484402223,"[0.0001791482839424291, -0.0007369823312660395, 0.20965004731732767]"
-1.1371321132350583,"[-0.0002353767917007421, -0.0007503244735839187, 0.22884598129224804]"
-1.1373406917909632,"[-2.8114253879149564e-05, -0.0007436534024249791, 0.22862301430478787]"
-1.137178262575739,"[0.006221885746120842, -0.0007436534024249791, 0.22862301430478787]"
-1.1373871672845965,"[-2.8114253879149564e-05, 0.0055063465975750125, 0.22862301430478787]"
-1.1371865648362474,"[-2.8114253879149564e-05, -0.0007436534024249791, 0.24737301430478792]"
-1.137243215698219,"[-0.006278114253879155, -0.0007436534024249791, 0.22862301430478787]"
-1.137164911549047,"[-2.8114253879149564e-05, -0.006993653402424985, 0.22862301430478787]"
-1.1371769598598853,"[-2.8114253879149564e-05, -0.0007436534024249791, 0.20987301430478794]"
-1.1374423311150696,"[-0.0017455802564457085, 1.710480087982469e-05, 0.23074234972891344]"
-1.1371680811396303,"[0.004504419743554283, 1.710480087982469e-05, 0.23074234972891344]"
-1.1372403581008057,"[-0.0017455802564457085, 0.006267104800879816, 0.23074234972891344]"
-1.137094166912627,"[-0.0017455802564457085, 1.710480087982469e-05, 0.24949234972891338]"
-1.137279583575116,"[-0.007995580256445714, 1.710480087982469e-05, 0.23074234972891344]"
-1.1371554420328758,"[-0.0017455802564457085, -0.006232895199120181, 0.23074234972891344]"
-1.1371121833734457,"[-0.0017455802564457085, 1.710480087982469e-05, 0.2119923497289134]"
-1.1374107609355508,"[0.0013794197435542943, 1.710480087982469e-05, 0.23074234972891344]"
-1.1373279559668168,"[-0.0017455802564457085, 0.0031421048008798136, 0.23074234972891344]"
-1.1371616265059261,"[-0.0017455802564457085, 1.710480087982469e-05, 0.24011734972891335]"
-1.1372583218152112,"[-0.004870580256445711, 1.710480087982469e-05, 0.23074234972891344]"
-1.1373426277307557,"[-0.0017455802564457085, -0.003107895199120178, 0.23074234972891344]"
-1.1372729491413849,"[-0.0017455802564457085, 1.710480087982469e-05, 0.22136734972891342]"
-1.1371955217174134,"[-0.00018308025644571402, 1.710480087982469e-05, 0.23074234972891344]"
-1.1372944583779487,"[-0.0017455802564457085, 0.0015796048008798191, 0.23074234972891344]"
-1.1372783025544382,"[-0.0017455802564457085, 1.710480087982469e-05, 0.2354298497289134]"
-1.13721047159662,"[-0.003308080256445717, 1.710480087982469e-05, 0.23074234972891344]"
-1.1372175631062134,"[-0.0017455802564457085, -0.0015453951991201836, 0.23074234972891344]"
-1.1372580037539866,"[-0.0017455802564457085, 1.710480087982469e-05, 0.22605484972891338]"
-1.137239132378338,"[-0.0009643302564457112, 1.710480087982469e-05, 0.23074234972891344]"
-1.1372233124210958,"[-0.0017455802564457085, 0.0007983548008798219, 0.23074234972891344]"
-1.1371713968040615,"[-0.0017455802564457085, 1.710480087982469e-05, 0.23308609972891342]"
-1.137402183906083,"[-0.0025268302564457057, 1.710480087982469e-05, 0.23074234972891344]"
-1.137099459959518,"[-0.0017455802564457085, -0.0007641451991201864, 0.23074234972891344]"
-1.1371123116516912,"[-0.0017455802564457085, 1.710480087982469e-05, 0.22839859972891335]"
